Tanggal,Resi Retur,DN,Resi Original,SKU,IMEI,Sloc,Doc Sanggahan,Update Case,KETERANGAN,Doc Handover,NO HO,Link Video Sanggahan,Status,Nama Packer,Status Print,Tgl & Jam Packing,catatan
,,Tidak ditemukan,JX7272907741,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.masih intransit retur,,Tidak ditemukan,77,D04_20260220092651.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554566140,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. hp hilang,,Tidak ditemukan,727,D01_20260228144232.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3551404938,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi vivo Y28,,Tidak ditemukan,64,D06_20260221103748.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3551755835,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,57,D02_20260221110156.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556507548,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi box kosong,,Tidak ditemukan,385,D02_20260302135708.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7204623187,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submt. bad unit tdk segel,,Tidak ditemukan,265,D04_20260214093443.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558427902,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi HP Vivo y19s Pro,,Tidak ditemukan,58,D06_20260131134547.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550829140,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi tas,,Tidak ditemukan,44,D04_20260302144344.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7274741539,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,160,D01_20260220092819.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7490799011,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi air aki,,Tidak ditemukan,17,D04_20260307113917.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3552237456,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,354,D01_20260305133733.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556552641,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi Batu,,Tidak ditemukan,482,  D01_20260225155413.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554202552,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done subamit.bad unit tdk segel,,Tidak ditemukan,519,D03_20260303144605.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7274741539,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,160,D01_20260220092819.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7487029460,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi jam olevs,,Tidak ditemukan,91,D01_20260309111648.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559829254,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,190,D01_20260306140140.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556497143,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dus rusak,,Tidak ditemukan,709,D01_20260228142850.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7281193976,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,137,D01_20260221092618.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553655052,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,40,D01_20260304105038.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7289272187,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp bekas,,Tidak ditemukan,207,D01_20260223105250.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6753138073,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,98,D01_20260105090931.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7519814763,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,230,D04_20260310093540.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559530457,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. indikasi rewrapping, berat beda dengan barang good unit",,Tidak ditemukan,35,D01_20260302162956.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3557717046,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi box HP oppo,,Tidak ditemukan,421,D01_20260228111012.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553286443,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi parfum,,Tidak ditemukan,434,D01_20260228111216.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3552321240,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi permen,,Tidak ditemukan,461,D01_20260225155245.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7384262014,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. (Box Rusak),,Tidak ditemukan,17,D01_20260228145114.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554244450,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. (Box Rusak),,Tidak ditemukan,591,D01_20260304142823.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559759323,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,282,D01_20260218103416.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558567262,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,50,D07_20260310195045.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553294962,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.bad unit tdk segel,,Tidak ditemukan,327,D04_20260309155226.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554244450,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,591,D01_20260304142823.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556505352,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi air mineral,,Tidak ditemukan,720,D02_20260304162145.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7243275455,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp bekas,,Tidak ditemukan,206,D02_20260218091836.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7374333983,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi smart 20,,Tidak ditemukan,105,D07_20260228132954.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553664854,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. resi yang diterima,,Tidak ditemukan,321,D03_20260304133449.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553036856,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bos rusak,,Tidak ditemukan,809,D01_20260304164359.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,CM84254791522,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.tidak segel,,Tidak ditemukan,153,WhatsApp Video 2026-03-18 at 15.41.26.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7515166476,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi mie instant,,Tidak ditemukan,104,D01_20260310084816.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556087969,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi power inverter,,Tidak ditemukan,476,D04_20260311144847.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559758228,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi orange soft candy,,Tidak ditemukan,222,D03_20260218145127.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556436964,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,458,D03_20260310132208.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553185272,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. user info pesan warna black, tapi yang diterima gold",,Tidak ditemukan,196,D03_20260316145329.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7584795760,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,133,D02_20260314133713.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7448713587,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.hp hilang,,Tidak ditemukan,12,D02_20260305114923.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7595805271,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi hp bekas S24 Ultra,,Tidak ditemukan,394,D01_20260316160324.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7546032624,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,49,D01_20260312101836.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7488945695,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.box rusak,,Tidak ditemukan,129,D01_20260309102304.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7589220794,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,28,D04_20260316094709.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID067396071943,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,10,D04_20260313105903.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553066471,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,81,D06_20260316141443.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7591177298,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.hp hilang,,Tidak ditemukan,191,D01_20260316112059.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7308262377,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong,,Tidak ditemukan,296,D01_20260223144806 (1).mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550950983,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi alat cukur,,Tidak ditemukan,58,D01_20260318091229.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558879173,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi teh botol sosro,,Tidak ditemukan,98,D02_20260317114610.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559217632,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sabun pepaya,,Tidak ditemukan,283,D03_20260223135753.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554055536,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sabun muka pepaya,,Tidak ditemukan,141,D04_20260221102452.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556732573,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi kacang & teh kotak,,Tidak ditemukan,150,D06_20260313144220.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558972176,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi teh kotak,,Tidak ditemukan,279,D06_20260313145550.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3555286476,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi Sunlight,,Tidak ditemukan,191,D04_20260316150847.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553022966,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi rinso cair,,Tidak ditemukan,295,D02_20260309153632.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554794773,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi vitamin zymuno,,Tidak ditemukan,129,D02_20260314101809.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3555936173,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi botol parfum,,Tidak ditemukan,98,D03_20260316173343.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559085174,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi tisu basah,,Tidak ditemukan,99,D03_20260316165627 (1).mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550345379,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi botol jus orange,,Tidak ditemukan,94,D06_20260316140859.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550968520,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. kelolosan cancel GI-resi yang diterima,,Tidak ditemukan,221,D03_20260218145015.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556498333,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. kelolosan cancel GI-resi yang diterima,,Tidak ditemukan,420,D02_20260223144215.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7559827392,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. hp hilang,,Tidak ditemukan,181,D04_20260313100827.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550446375,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi garam,,Tidak ditemukan,8,D04_20260316152439.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3552977727,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.  SN yang diterima,,Tidak ditemukan,104,D06_20260216155359.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556365964,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. SN yang diterima,,Tidak ditemukan,148,D04_20260310105112.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558359878,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi buku,,Tidak ditemukan,50,D01_20260317140730.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3553329960,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. tidak segel,,Tidak ditemukan,520,D02_20260311143658.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556238786,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi pulpy orange,,Tidak ditemukan,19,D06_20260326200500.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3557719273,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sabun lifeboy,,Tidak ditemukan,157,D02_20260317131122.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3551256565,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,59,D01_20260310193820.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554448564,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,516,D02_20260311143752.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7530605384,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,207,D02_20260311115412.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554965979,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi air mineral,,Tidak ditemukan,192,D04_20260316153113.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7598409919,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,doc terlampir. isi tisu,,Tidak ditemukan,102,D04_20260316153113.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556565879,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,210,D04_20260316145219.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554896489,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user info paket isi box kosong/unit hilang,,Tidak ditemukan,241,D01_20260325164810.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559252397,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user info paket isi box samsung,,Tidak ditemukan,267,D03_20260330161243.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559909483,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. batu hebel,,Tidak ditemukan,38,D04_20260327132312.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7588251831,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,64,D04_20260316105603.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7612111714,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi parfum,,Tidak ditemukan,46,D01_20260317102314.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7666117410,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi box itel & OBH combi,,Tidak ditemukan,334,D03_20260326134738.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559214997,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi kain,,Tidak ditemukan,465,D04_20260330173244.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3552880393,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user info menerima unit tidak ada charger,,Tidak ditemukan,214,D04_20260327175200.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3552462198,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi pecahan genteng,,Tidak ditemukan,66,D06_20260330144028.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550904193,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi teh kotak dan vit gelas,,Tidak ditemukan,77,D06_20260331150230.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3551651295,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. Isi teh kotak,,Tidak ditemukan,29,D04_20260328110304.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3552947589,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. Isi botol Parfum,,Tidak ditemukan,14,D06_20260326201446.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3556286183,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. tissue basah,,Tidak ditemukan,164,D04_20260325145035.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3554329598,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user info menerima paket box kosong/unit hilang,,Tidak ditemukan,7,D04_20260404111054.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550811094,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hair color wax,,Tidak ditemukan,280,D01_20260328151844.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559393094,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi so klin lantai,,Tidak ditemukan,260,D06_20260330164634.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550604295,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,304,D04_20260331172307.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7680824292,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box kosong,,Tidak ditemukan,99,D01_20260328111958 (1).mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,4177124569,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi kayu,,Tidak ditemukan,208,D01_20260328142656.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,4177080960,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi sunlight,,Tidak ditemukan,1,D02_20260309145816.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6368084458,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. paket tertukar di DP delive,,Tidak ditemukan,,,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7658807898,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,342,D06_20260326143002.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3551088590,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi sabun,,Tidak ditemukan,455,D07_20260402210738.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3563730005,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi sampah lampu,,Tidak ditemukan,296,D01_20260404153030.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558387979,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,275,D03_20260316191109.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3551966099,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box oppo & ale-ale,,Tidak ditemukan,35,D06_20260402143813.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7667120920,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi carbu cleaner,,Tidak ditemukan,104,D01_20260326094344.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX7733466670,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,258,D04_20260402114403.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559296095,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi dinamo kipas rusak,,Tidak ditemukan,215,D01_20260401192932.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3559227789,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi kayu & botol parfum,,Tidak ditemukan,361,D02_20260326200837.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3550808976,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi garam,,Tidak ditemukan,154,D02_20260317131208.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558115999,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi jam bekas,,Tidak ditemukan,300,D02_20260331165611.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3558085567,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box hp oppo,,Tidak ditemukan,622,D01_20260310144254.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
